rms,variance,peak,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,zero_crossing_rate,total_power,dominant_freq,amp_1x,amp_2x,amp_3x,harmonic_ratio_2x_1x,harmonic_ratio_3x_1x,band_ratio_low,band_ratio_mid,band_ratio_high,spectral_centroid,spectral_bandwidth,spectral_entropy,envelope_bpfo_peak,envelope_bpfo_ratio,label,recording_id,window_id
0.15987161026737415,0.025558599322679603,0.7416679567121972,1.31739535386534,4.639147347498465,0.03834453609706445,-0.023941817604893043,1.255052215336846,0.46,0.025378262535431413,29.296875,0.00027774109349144454,3.726278617521999e-05,0.0,0.13416374835568876,0.0,0.188084129874163,0.22750701692158024,0.5844088532042568,2630.8540749201115,1877.1528613714045,9.514922481412706,0.003710299435988254,6.805182285621025,healthy,healthy_000,healthy_000_w0
0.16012578479762984,0.02564011532568049,0.6266103448541003,1.202337742007243,3.91323824358471,-0.017961315613287177,-0.007001316522350784,1.2529520796265647,0.46041666666666664,0.02551119428868754,29.296875,0.0002703698551269883,4.4680114139294695e-05,0.0,0.16525553160617398,0.0,0.1904378919553001,0.21905987791271775,0.5905022301319821,2647.4238056485683,1874.0290131625961,9.524123886279494,0.004591653706501906,8.506820284330207,healthy,healthy_000,healthy_000_w1
0.15822812077071216,0.02503294006704633,0.614991320430985,1.1970261516341654,3.88673844722056,-0.06964172938986479,0.044324095047492,1.2508397046063837,0.45916666666666667,0.025003508860739473,29.296875,0.0002526681442570341,3.1658026367764276e-05,0.0,0.1252948861474172,0.0,0.17975473981026888,0.22326918831894055,0.5969760718707906,2684.218298715271,1868.4713782130532,9.551612282882497,0.005184357313439873,9.70406916249406,healthy,healthy_000,healthy_000_w2
0.2051581388071934,0.04208861725454614,0.7973398023328662,1.5794103586121442,3.8864643975065603,0.048134659710052485,-0.049327980205382885,1.2572211945291136,0.47441666666666665,0.04192148305990177,29.296875,0.0002577265980619549,3.730428891319451e-05,1.1247285484264083e-05,0.14474365158161492,0.04364037537778832,0.13486316781131746,0.24374583374843575,0.6213909984402468,2809.622898846503,1814.0559298299572,9.743793891574217,0.004220865798009361,5.948263785549925,healthy,healthy_001,healthy_001_w0
0.20696031358236847,0.042826944030171954,0.7973398023328662,1.5794103586121442,3.8526217347246705,0.0052608302190204626,-0.03541454298182378,1.2516528779388043,0.48083333333333333,0.042831539000176645,29.296875,0.00025634640655003974,3.2319632032648765e-05,9.818887156085691e-06,0.12607796016184786,0.0383031979586927,0.13703698376662254,0.23721304380287161,0.6257499724305058,2835.364492148735,1825.971576716307,9.756725391800536,0.005237976653803752,7.441140395495488,healthy,healthy_001,healthy_001_w1
0.2073485907501475,0.04299327358048517,0.7650686988449291,1.527166471343486,3.6897704299655816,-0.010641116546326046,0.019095644045363274,1.2513640450238908,0.48091666666666666,0.042777077980981695,29.296875,0.0002563703305804814,3.5958046032851674e-05,1.142097922359641e-05,0.14025821923868642,0.044548755691568076,0.13306407126910447,0.24587906095627182,0.6210568677746237,2824.3202201166846,1820.8621590102382,9.750130480993114,0.0031976249893796277,4.5611805557776774,healthy,healthy_001,healthy_001_w2
0.1994775099486438,0.03979121634198231,0.7320330501039525,1.4135114851007629,3.6697522958473714,-0.17434996052657326,0.03772907254210586,1.2406927658540519,0.37616666666666665,0.03982662603031864,29.296875,0.0013898967028891651,1.899819558373042e-05,9.158361527592896e-06,0.013668782395295313,0.006589238976217079,0.37093316634877943,0.16820573547030074,0.46086109818091975,2072.251223825219,1977.2408462932076,8.121162666228528,0.00407411168298569,7.015321256638294,healthy,healthy_002,healthy_002_w0
0.19850648695754716,0.039404052408683006,0.7536222708050636,1.4856553209090162,3.7964616791905352,-0.17451991319111126,0.040825734289248565,1.2407926491392787,0.37783333333333335,0.0393360595861966,29.296875,0.0013754147440162606,1.9046257446085893e-05,9.971943729218343e-06,0.013847646703619109,0.007250135839099636,0.3740742640420123,0.17806834671589733,0.44785738924209045,2021.4126673302799,1957.8370092802875,8.125795523577318,0.003635434923699068,6.29623545069364,healthy,healthy_002,healthy_002_w1
0.19888643847501314,0.03954977125827267,0.7536222708050636,1.4274509114680547,3.7892089404564606,-0.18261350011048405,0.031416440576687715,1.2431827249541516,0.38333333333333336,0.03925125219767808,29.296875,0.0013861673401570095,1.072780741890249e-05,9.55228680311752e-06,0.007739186394109794,0.006891149810264281,0.37121803123935815,0.17473643404224715,0.45404553471839476,2070.012284187999,1994.508644319755,8.100705568882784,0.003537005035404768,6.289410124357173,healthy,healthy_002,healthy_002_w2
0.17486701267316615,0.030577053476552835,0.6446558568054079,1.2426256827461997,3.686549263641262,-0.24122275136497784,0.050212542029678175,1.236319314953826,0.33441666666666664,0.030434109949983697,29.296875,0.0014213912453876325,0.00010626413724684603,9.591192559258769e-06,0.07476065269971913,0.006747749847469422,0.49162574680258464,0.13893917432498648,0.3694350788724289,1667.421219294275,1950.6550100150537,7.184079376467404,0.0022932806899066157,4.9815467358755905,healthy,healthy_003,healthy_003_w0
